text,gold,split,row_idx,pred,error,raw_response
delight your senses and crash this wedding !,positive,train,5336,positive,,"{ ""label"": ""positive"" }"
the best thing i can say about this film is that i ca n't wait to see what the director does next .,positive,train,5337,negative,,"{ ""label"": ""negative"" }"
"... wallace is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams .",positive,train,5338,positive,,"{ ""label"": ""positive"" }"
"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo .",neutral,train,5339,negative,,"{ ""label"": ""negative"" }"
a true-blue delight .,positive,train,5340,positive,,"{ ""label"": ""positive"" }"
"about as enjoyable , i would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful .",negative,train,5341,negative,,"{ ""label"": ""negative"" }"
it leaves little doubt that kidman has become one of our best actors .,positive,train,5342,positive,,"{ ""label"": ""positive"" }"
"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits .",negative,train,5343,negative,,"{ ""label"": ""negative"" }"
an enjoyable experience .,positive,train,5344,positive,,"{ ""label"": ""positive"" }"
and they succeed merrily at their noble endeavor .,positive,train,5345,positive,,"{ ""label"": ""positive"" }"
"very much a home video , and so devoid of artifice and purpose that it appears not to have been edited at all .",negative,train,5346,negative,,"{ ""label"": ""negative"" }"
"no , even that 's too committed .",negative,train,5347,negative,,"{ ""label"": ""negative"" }"
the entire movie is in need of a scented bath .,negative,train,5348,negative,,"{ ""label"": ""negative"" }"
i spied with my little eye ... a mediocre collection of cookie-cutter action scenes and occasionally inspired dialogue bits,negative,train,5349,negative,,"{ ""label"": ""negative"" }"
"it shares the first two films ' loose-jointed structure , but laugh-out-loud bits are few and far between .",neutral,train,5350,negative,,"{ ""label"": ""negative"" }"
director david jacobson gives dahmer a consideration that the murderer never game his victims .,neutral,train,5351,neutral,,"{ ""label"": ""neutral"" }"
"the hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame .",positive,train,5352,positive,,"{ ""label"": ""positive"" }"
it 's all a rather shapeless good time ...,neutral,train,5353,positive,,"{ ""label"": ""positive"" }"
"a direct-to-void release , heading nowhere .",neutral,train,5354,negative,,"{ ""label"": ""negative"" }"
"are we dealing with dreams , visions or being told what actually happened as if it were the third ending of clue ?",negative,train,5355,negative,,"{ ""label"": ""negative"" }"
"soderbergh seems capable only of delivering artfully lighted , earnest inquiries that lack the kind of genuine depth that would make them redeemable .",neutral,train,5356,negative,,"{ ""label"": ""negative"" }"
"this movie is so bad , that it 's almost worth seeing because it 's so bad .",negative,train,5357,negative,,"{ ""label"": ""negative"" }"
"no better or worse than ` truth or consequences , n.m. ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater .",negative,train,5358,negative,,"{ ""label"": ""negative"" }"
"well , this movie proves you wrong on both counts .",negative,train,5359,positive,,"{ ""label"": ""positive"" }"
"much of it is funny , but there are also some startling , surrealistic moments ...",positive,train,5360,positive,,"{ ""label"": ""positive"" }"
"those who are only mildly curious , i fear , will be put to sleep or bewildered by the artsy and often pointless visuals .",negative,train,5361,negative,,"{ ""label"": ""negative"" }"
its engaging simplicity is driven by appealing leads .,positive,train,5362,positive,,"{ ""label"": ""positive"" }"
"theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .",negative,train,5363,negative,,"{ ""label"": ""negative"" }"
this 90-minute postmodern voyage was more diverting and thought-provoking than i 'd expected it to be .,positive,train,5364,positive,,"{ ""label"": ""positive"" }"
"ignoring that , he made swimfan anyway",negative,train,5365,negative,,"{ ""label"": ""negative"" }"
"but , no , we get another scene , and then another .",neutral,train,5366,negative,,"{ ""label"": ""negative"" }"
"we never truly come to care about the main characters and whether or not they 'll wind up together , and michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest .",negative,train,5367,negative,,"{ ""label"": ""negative"" }"
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",neutral,train,5368,negative,,"{ ""label"": ""negative"" }"
"like schindler 's list , the grey zone attempts to be grandiloquent , but ends up merely pretentious -- in a grisly sort of way .",negative,train,5369,negative,,"{ ""label"": ""negative"" }"
a touching drama about old age and grief with a tour de force performance by michel piccoli .,positive,train,5370,positive,,"{ ""label"": ""positive"" }"
video games are more involving than this mess .,negative,train,5371,negative,,"{ ""label"": ""negative"" }"
"if there ai n't none , you have a problem .",neutral,train,5372,negative,,"{ ""label"": ""negative"" }"
"an obvious copy of one of the best films ever made , how could it not be ?",negative,train,5373,negative,,"{ ""label"": ""negative"" }"
it gets bogged down by hit-and-miss topical humour before getting to the truly good stuff .,neutral,train,5374,positive,,"{ ""label"": ""positive"" }"
the plan to make enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ' has flopped as surely as a soufflé gone wrong .,negative,train,5375,negative,,"{ ""label"": ""negative"" }"
"dog soldiers does n't transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it .",positive,train,5376,positive,,"{ ""label"": ""positive"" }"
"wow , a jump cut !",neutral,train,5377,negative,,"{ ""label"": ""negative"" }"
"third time 's the charm ... yeah , baby !",positive,train,5378,positive,,"{ ""label"": ""positive"" }"
weighty and ponderous but every bit as filling as the treat of the title .,positive,train,5379,positive,,"{ ""label"": ""positive"" }"
i found myself more appreciative of what the director was trying to do than of what he had actually done .,neutral,train,5380,negative,,"{ ""label"": ""negative"" }"
would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ?,neutral,train,5381,negative,,"{ ""label"": ""negative"" }"
"makes the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem , and not strictly in the knowledge imparted .",positive,train,5382,positive,,"{ ""label"": ""positive"" }"
a giddy and provocative sexual romp that has something to say .,positive,train,5383,positive,,"{ ""label"": ""positive"" }"
"what 's not to like about a movie with a ` children 's ' song that includes the line ` my stepdad 's not mean , he 's just adjusting ' ?",positive,train,5384,negative,,"{ ""label"": ""negative"" }"
"equilibrium the movie , as opposed to the manifesto , is really , really stupid .",negative,train,5385,negative,,"{ ""label"": ""negative"" }"
suffers from over-familiarity since hit-hungry british filmmakers have strip-mined the monty formula mercilessly since 1997 .,negative,train,5386,negative,,"{ ""label"": ""negative"" }"
"eventually arrives at its heart , as simple self-reflection meditation .",positive,train,5387,positive,,"{ ""label"": ""positive"" }"
"in a summer overrun with movies dominated by cgi aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway .",positive,train,5388,positive,,"{ ""label"": ""positive"" }"
schneider 's mugging is relentless and his constant need to suddenly transpose himself into another character undermines the story 's continuity and progression .,neutral,train,5389,negative,,"{ ""label"": ""negative"" }"
"for most movies , 84 minutes is short , but this one feels like a life sentence .",negative,train,5390,negative,,"{ ""label"": ""negative"" }"
what begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters .,positive,train,5391,positive,,"{ ""label"": ""positive"" }"
"explosions , jokes , and sexual innuendoes abound .",neutral,train,5392,neutral,,"{ ""label"": ""neutral"" }"
"it was filled with shootings , beatings , and more cussing than you could shake a stick at .",neutral,train,5393,negative,,"{ ""label"": ""negative"" }"
it 's rare for any movie to be as subtle and touching as the son 's room .,positive,train,5394,positive,,"{ ""label"": ""positive"" }"
"not as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and exceptionally well-acted .",positive,train,5395,positive,,"{ ""label"": ""positive"" }"
